path,datetime,latitude,longitude,gps_source
x:\Photos\GooglePhotos\photos\2015\08\IMG_7730.jpg,2015-08-02T13:47:26+00:00,-22.716735277777776,-45.56532138888888,proxy
x:\Photos\GooglePhotos\photos\2015\08\IMG_7731.jpg,2015-08-02T13:47:43+00:00,-22.716735277777776,-45.56532138888888,proxy
x:\Photos\GooglePhotos\photos\2015\08\IMG_7732.jpg,2015-08-02T13:47:48+00:00,-22.716735277777776,-45.56532138888888,proxy
x:\Photos\GooglePhotos\photos\2015\10\DSC_0304.jpg,2015-10-09T22:37:10+00:00,-23.599374722222223,-46.71461388888889,proxy
x:\Photos\GooglePhotos\photos\2015\10\DSC_0305.jpg,2015-10-09T22:37:22+00:00,-23.599374722222223,-46.71461388888889,proxy
x:\Photos\GooglePhotos\photos\2015\10\IMG_3869.jpg,2015-10-09T23:04:19+00:00,-23.599374722222223,-46.71461388888889,proxy
x:\Photos\GooglePhotos\photos\2019\12\IMG_2944.jpg,2019-12-24T14:30:30+00:00,50.08685083333334,14.420168055555555,proxy
x:\Photos\GooglePhotos\photos\2019\12\_DSF3418.jpg,2019-12-24T14:29:46+00:00,50.08685083333334,14.420168055555555,proxy
x:\Photos\GooglePhotos\photos\2019\12\_DSF3419.jpg,2019-12-24T14:30:05+00:00,50.08685083333334,14.420168055555555,proxy
x:\Photos\GooglePhotos\photos\2019\12\_DSF3420.jpg,2019-12-24T14:30:12+00:00,50.08685083333334,14.420168055555555,proxy
x:\Photos\GooglePhotos\photos\2019\12\_DSF3421.jpg,2019-12-24T14:30:24+00:00,50.08685083333334,14.420168055555555,proxy
